Column1;Column2
Koprivnica : University North, 2019;2019, vol. 33, iss. 2 s. 220-232 - Bibliogr. 61 poz.
Warsaw : Faculty of Management University of Warsaw, 2019;330 s. : rys., tab., za³., Bibliogr. 243 poz., s. 283-294
Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019;2019, nr 3 s. 1-7 - rys., tab. - Streszcz., summ. - Bibliogr. 15 poz.
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;S. 51-60 - summ., tab. - Bibliogr. 22 poz.
Zapresic : The University of Applied Sciences Baltazar, 2019;S. 17-27 - summ., tab. - Bibliogr. 23 poz.
Koprivnica : University North, 2019;2019, nr 14 (2) s. 179-194 - rys., tab. - Summ. - Bibliogr. 20 poz.
Warsaw : Faculty of Management University of Warsaw, 2019;2019, nr 53 s. 227-262 - tab. - Streszcz., summ. - Bibliogr. 51 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019;S. 201-211 - rys., summ.
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;2019, vol. 2019 Article ID 5629259 (10 s.) - rys. - Bibliogr. 38 poz.
Split : University College of Inspection and Personnel Management in Split, 2019;2019, nr 136 s. 609-618 - rys., tab. - Summ. - Bibliogr. 20 poz.
Zapresic : The University of Applied Sciences Baltazar, 2019;S. 319-328 - rys., summ., tab. - Bibliogr. 29 poz.
Koprivnica : University North, 2019;170 s. : rys., tab., Bibliogr. s. 159
Warsaw : Faculty of Management University of Warsaw, 2019;S. 214-234 - rys., summ., tab. - Bibliogr. 53 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019;2019, vol. 13, iss. 1 s. 1-11 - tab. - Summ. - Bibliogr. 35 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, vol. 14 s. 119-143 - rys., tab. - Summ. - Bibliogr. 72 poz.
Warszawa : CeDeWu, 2019;S. 409-424 - rys., summ., tab. - Bibliogr. 32 poz.
Poznañ : Wydawnictwo Uniwersytetu Ekonomicznego w Poznaniu, 2019;S. 248-251 - Bibliogr. 6 poz.
Gdañsk : Wydawnictwo Uniwersytetu Gdañskiego, 2019;267 s. : tab., Bibliogr. 276 poz.
Opole : Wy¿sza Szko³a Zarz¹dzania i Administracji w Opolu, 2019;S. 1-7 - rys., tab. - Bibliogr. 40 poz.
Warszawa : Wydawnictwo Naukowe Wydzia³u Zarz¹dzania Uniwersytetu Warszawskiego, 2019;S. 319-335 - summ., tab. - Bibliogr. 35 poz.
Worone¿ : Woronezskij Gosudarstvennyj Pedagogiceskij Universitet, 2019;2019, vol. 13, iss. 1 s. 62-71 - tab. - Summ. - Bibliogr. 38 poz.
Toulon : ISEN Yncréa Méditerranée, 2019;S. 95-102 - Bibliogr. 13 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, nr 53 s. 103-128 - rys., tab. - Streszcz., summ. - Bibliogr. 71 poz.
Opole : Wy¿sza Szko³a Zarz¹dzania i Administracji w Opolu, 2019;"235 s. ; Bibliogr. przy rozdz."
Warszawa : Wydawnictwo C.H. Beck, 2019;2019, Vol. 11 s. 22-31 - tab. - Summ. - Bibliogr. 28 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;"506 s. : rys., tab. ; Bibliogr. przy rozdz."
Alanya : Alanya Alaaddin Keykubat University, 2019;2019, vol. 31, nr 1 s. 75-80 - Summ. - Bibliogr. 17 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, vol. 5, iss. 7 nr art. e01970 - rys., tab. - Bibliogr. 86 poz.
Warszawa : CeDeWu, 2019;2019, t. 27, nr 1 s. 77-95 - Streszcz., summ. - Bibliogr. 36 poz.
Alanya : Alanya Alaaddin Keykubat University, 2019;2019, vol. 20, iss. 4 s. 147-170 - tab. - streszcz., summ. - Bibliogr. 36 poz.
Warszawa : Wydawnictwo Naukowe Scholar, 2019;2019, t. 55, z. 2 s. 373-392 - rys. - Summ. - Bibliogr. 62 poz.
Alanya : Alanya Alaaddin Keykubat University, 2019;S. 44-45
Vilnius : Diamond Scientific Publication, 2019;79 s.
Vilnius : Diamond Scientific Publication, 2019;S. 173-186
Vilnius : Vilnius Gediminas Technical University, 2019;S. 282-289 - rys., tab. - Bibliogr. 20 poz.
Vilnius : VGTU Press \;S. 37-38
Singapore : Palgrave Macmillan, 2019;2019, vol. 11, no. 1 s. 74-84 - rys., tab. - Streszcz., summ. - Bibliogr. 40 poz.
Vilnius : Diamond Scientific Publication, 2019;S. 25-26
Vilnius : Diamond Scientific Publication, 2019;S. 603-609 - rys., tab. - Bibliogr. 12 poz.
Singapore : Palgrave Macmillan, 2019;"576 s. ; Bibliogr. przy rozdz."
Olsztyn : Institute of Economic Research, 2019;2019, vol. 2, iss. 4 s. 57-65 - rys., tab. - Summ. - Bibliogr. 11 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;2019, vol. 2, no. 3 s. 24-35 - rys., tab. - Summ. - Bibliogr. 14 poz.
Olsztyn : Institute of Economic Research, 2019;S. 418-425 - rys. - Bibliogr. 15 poz.
Olsztyn : Institute of Economic Research, 2019;S. 47-48
Kraków : Wydawnictwo Uniwersytetu Jagielloñskiego, 2019;S. 327-343 - summ., tab. - Bibliogr. 44 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;604 s.
Olsztyn : Institute of Economic Research, 2019;"373 s. : rys., summ., tab. ; Bibliogr. przy rozdz."
Warszawa : CeDeWu, 2019;S. 301-305
Olsztyn : Institute of Economic Research, 2019;2019, vol. 63, nr 2 s. 81-90 - rys. - Streszcz., summ. - Bibliogr. 17 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;S. 17
Kraków : Wydawnictwo Uniwersytetu Jagielloñskiego, 2019;51 s.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;S. 23-36 - tab.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, no. 1 (184) s. 9-21 - rys. - Streszcz., summ. - Bibliogr. 48 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;"367 s. ; Bibliogr. przy rozdz."
Olsztyn : Institute of Economic Research, 2019;S. 59-81 - rys.
Vilnius : Vilnius Gediminas Technical University, 2019;"653 s. ; Bibliogr. przy rozdz."
Vilnius : VGTU Press \;S. 306-316 - rys., summ., tab. - Bibliog. 32 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;S. 93-102 - Bibliogr. 25 poz.
Reading : Academic Conferences and Publishing International Limited, 2019;S. 37-48 - rys.
Toulon : ISEN Yncréa Méditerranée, 2019;2019, nr 62 s. 40-41
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, nr 57 s. 270-278 - Streszcz., summ.
Katowice : Wydawnictwo Uniwersytetu Œl¹skiego, 2019;2019, nr 57 s. 259-269 - Streszcz., summ. - Bibliogr. 27 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;2019, vol. 110 s. 232-252 - tab. - Streszcz., summ. - Bibliogr. 22 poz.
Reading : Academic Conferences and Publishing International Limited, 2019;S. 103-116 - Bibliogr. 14 poz.
Olsztyn : Institute of Economic Research, 2019;2019, t. 20, z. 1/1 s. 273-287 - tab. - Summ. - Bibliogr. 30 poz.
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;S. 83-101
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;S. 113-130 - streszcz., summ.
Buenos Aires : Facultad de Ciencias Economicas, Universidad de Buenos Aires, 2019;2019, vol. 28, no. 2 s. 5-21 - tab. - Santrauka, summ. - Bibliogr. 52 poz.
Warsaw : Faculty of Management University of Warsaw, 2019;204 s.
Belgrade : University of Belgrade, Faculty of Organizational Sciences, 2019;2019, Vol. 9, no. 1 s. 32-46 - tab. - Streszcz. w jêz. s³owackim, summ. - Bibliogr. 39 poz.
Ljubljana : Slovenian Society Informatika, Section for Operational Research, 2019;S. 88-94
Cham : Springer, 2019;168 s., Bibliogr. 121 poz.
Ljubljana : Slovenian Society Informatika, Section for Operational Research, 2019;2019, vol. 63, nr 12 s. 77-87 - tab. - Streszcz., summ. - Bibliogr. 17 poz.
Cham : Springer, 2019;225 s. : rys., tab., Bibliogr. 289 poz., s. 205-218
Cham : Springer, 2019;"111 s. : rys., tab. ; bibliogr. s. 98-108"
Ljubljana : Slovenian Society Informatika, Section for Operational Research, 2019;S. 15-30 - rys., summ.
Cham : Springer, 2019;S. 171-181
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;2019, nr 378 s. 111-120 - Streszcz., summ. - Bibliogr. 22 poz.
Buenos Aires : Facultad de Ciencias Economicas, Universidad de Buenos Aires, 2019;S. 75-87 - rys.
Koprivnica : University North, 2019;S. 32-40
Warsaw : Faculty of Management University of Warsaw, 2019;2019, nr 378 s. 99-110 - tab. - Streszcz., summ. - Bibliogr. 21 poz.
Rabat : Economics and Social Sciences Sale - Mohammed V University in Rabat, 2019;S. 25-43 - tab.
Olsztyn : Institute of Economic Research, 2019;S. 11-24 - tab.
Warszawa : Oficyna Wydawnicza SGH - Szko³a G³ówna Handlowa w Warszawie, 2019;S. 196-204 - rys., summ., tab. - Bibliogr. 12 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;253 s. : rys., tab., Bibliogr. 298 poz.
Opole : Wy¿sza Szko³a Zarz¹dzania i Administracji w Opolu, 2019;S. 241-253 - streszcz., summ., tab. - Bibliogr. 23 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;S. 301-308 - Bibliogr. 17 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;140 s.
Olsztyn : Institute of Economic Research, 2019;S. 111-122 - streszcz., summ., tab. - Bibliogr. 11 poz.
Warszawa : Wydawnictwo Naukowe PWN, 2019;411 s.
Olsztyn : Institute of Economic Research, 2019;S. 115-124
Warszawa : CeDeWu, 2019;S. 122-127 - summ. - Bibliogr. 30 poz.
Olsztyn : Institute of Economic Research, 2019;S. 46-56 - rys., streszcz., summ., tab.
Warszawa : Oficyna Wydawnicza SGH - Szko³a G³ówna Handlowa w Warszawie, 2019;143 s. : rys., tab., Bibliogr. 232, s. 132-139
Kraków : Instytut Dziennikarstwa, Mediów i Komunikacji Spo³ecznej Uniwersytetu Jagielloñskiego, 2019;"56 s. ; bibliogr. przy rozdz."
Nowy Targ : Wydawnictwo ToC, 2019;S. 78-109 - rys., tab.
Gdañsk : Wydawnictwo Uniwersytetu Gdañskiego, 2019;S. 44-77 - tab.
Gdañsk : Wydawnictwo Uniwersytetu Gdañskiego, 2019;S. 133-146 - tab.
Warszawa : Wydawnictwo C.H. Beck, 2019;S. 110-132 - tab.
Kraków : Instytut Dziennikarstwa, Mediów i Komunikacji Spo³ecznej Uniwersytetu Jagielloñskiego, 2019;S. 352-356
Nowy Targ : Wydawnictwo ToC, 2019;S. 352-357 - summ., tab. - Bibliogr. 10 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;2019, nr 7 s. 22-31 - tab. - Summ. - Bibliogr. 41 poz.
Trnava : Faculty of Mass Media Communication, University of Ss. Cyril and Methodius in Trnava, 2019;S. 197-247
Czêstochowa : Wydawnictwo Politechniki Czêstochowskiej, 2019;S. 271-275 - tab. - Bibliogr. 15 poz.
Gdañsk : Wydawnictwo Uniwersytetu Gdañskiego, 2019;S. 193-199
"Katowice ; Warszawa : Instytut Pamiêci Narodowej - Komisja Œcigania Zbrodni przeciwko Narodowi Polskiemu, 2019";S. 184-196
Ljubljana : Slovenian Society Informatika, Section for Operational Research, 2019;S. 177-188 - rys., summ., tab. - Bibliogr. 30 poz.
Trnava : Faculty of Mass Media Communication, University of SS. Cyril and Methodius in Trnava, Slovakia, 2019;307 s.
Trnava : Faculty of Mass Media Communication, University of SS. Cyril and Methodius in Trnava, Slovakia, 2019;2019, T. 98, nr 11 s. 1828-1831 - rys. - Summ. - Bibliogr. 18 poz.
Lublin : Wydawnictwo Uniwersytetu Marii Curie-Sk³odowskiej, 2019;2019, Vol. 41, No. 1 s. 15-22 - rys., tab. - Summ. - Bibliogr. 11 poz.
"Katowice ; Warszawa : Instytut Pamiêci Narodowej - Komisja Œcigania Zbrodni przeciwko Narodowi Polskiemu, 2019";S. 126-159
Lublin : Wydawnictwo Uniwersytetu Marii Curie-Sk³odowskiej, 2019;S. 85-125
Trnava : Faculty of Mass Media Communication, University of Ss. Cyril and Methodius in Trnava, 2019;2019, t. 103 (159) s. 135-150 - tab. - Streszcz., summ. - Bibliogr. 54 poz.
Warszawa : Kancelaria Senatu, 2019;S. 170-183
Ljubljana : Slovenian Society Informatika, Section for Operational Research, 2019;"247 s. ; Bibliogr. przy rozdz."
Warszawa : Kancelaria Senatu, 2019;2019, Vol. 8 (1) s. 26-36 - tab. - Summ. - Bibliogr. 17 poz.
Cham : Springer, 2019;S. 160-169
Bingley : Emerald Publishing Limited, 2019;2019, nr 14 (3) s. 313-324 - Streszcz., summ. - Bibliogr. 30 poz.
£ódŸ : Wydawnictwo Politechniki £ódzkiej, 2019;2019, nr 21 (70) s. 211-219 - tab. - Streszcz., summ. - Bibliogr. 14 poz.
Zagreb : Governance Research and Development Centre (CIRU), 2019;S. 67-84
£ódŸ : Wydawnictwo Politechniki £ódzkiej, 2019;2019, vol. 12, no. 2 s. 250-266 - Bibliogr. 55 poz.
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;S. 61-74 - rys., tab.
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;S. 39-49 - rys.
Warszawa : CeDeWu, 2019;S. 83-90 - rys., tab. - Bibliogr. 15 poz.
Poznañ : Wydawnictwo Uniwersytetu Ekonomicznego w Poznaniu, 2019;372 s.
Warszawa : C.H. Beck, 2019;"148 s. : rys., tab. ; Bibliogr. przy rozdz."
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;"428 s. ; Bibliogr. przy rozdz."
Warszawa : C.H. Beck, 2019;S. 153
Katowice : Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach, 2019;"442 s. : rys. ; bibliogr. przy rozdz."
Gdañsk : Wydawnictwo Uniwersytetu Gdañskiego, 2019;2019, vol. 23, no. 3 s. 26-39 - rys., tab. - Streszcz., summ. - Bibliogr. 14 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;S. 186
Poznañ : Wydawnictwo Uniwersytetu Ekonomicznego w Poznaniu, 2019;"569 s. ; Bibliogr. przy rozdz."
Katowice : Publishing House of the University of Economics in Katowice, 2019;669 s.
Katowice : Publishing House of the University of Economics in Katowice, 2019;S. 122-133 - Bibliogr. 16 poz.
Katowice : Publishing House of the University of Economics in Katowice, 2019;251 s.
Warszawa : C.H. Beck, 2019;S. 205-225 - summ. - Bibliogr. 36 poz.
Katowice : Publishing House of the University of Economics in Katowice, 2019;S. 549-569 - summ., tab. - Bibliogr. 36 poz.
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;"384 s. ; Bibliogr. przy rozdz."
"London ; New York : Routledge, 2019";S. 182-189 - rys., summ. - Bibliogr. 12 poz.
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;2019, vol. 22, no. 4 s. 21-36 - rys., tab. - Summ. - Bibliogr. 59 poz.
Warszawa : C.H. Beck, 2019;56 s.
Katowice : Publishing House of the University of Economics in Katowice, 2019;S. 27-28
Katowice : Publishing House of the University of Economics in Katowice, 2019;114 s. : fot., rys., tab., Bibliogr. 173 poz., s. 103-112
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;S. 34-48
Katowice : Publishing House of the University of Economics in Katowice, 2019;2019, no. 4 (71) s. 176-187 - summ. - Bibliogr. 21 poz.
Warszawa : C.H. Beck, 2019;2019, Vol. 15, issue 4 s. 139-161 - tab. - Streszcz., summ. - Bibliogr. 63 poz.
"London ; New York : Routledge, 2019";2019, Vol. 20, iss. 3 s. 241-255 - Streszcz., summ. - Bibliogr. 47 poz.
Warszawa : Wydawnictwo Akademii Pedagogiki Specjalnej, 2019;S. 55-68 - Streszcz., summ. - Bibliogr. 38 poz.
Warszawa : C.H. Beck, 2019;2019, nr 80 s. 219-234 - Streszcz., summ. - Bibliogr. 12 poz.
Cham : Springer, 2019;2019, nr 136 s. 257-266 - rys., tab. - Summ. - Bibliogr. 27 poz.
Warszawa : CeDeWu, 2019;2019, vol. 76 s. 682-696 - rys. - Summ. - Bibliogr. 54 poz.
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;"660 s. ; Bibliogr. przy rozdz."
Koprivnica : University North, 2019;213 s.
Warsaw : Faculty of Management University of Warsaw, 2019;S. 334-340 - rys., tab., summ. - Bibliogr. 11 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale -Mohammed V University in Rabat, 2019;2019, iss. 21 s. 51-63 - rys., tab. - Summ. - Bibliogr. 45 poz.
Cakovec : Polytechnic of Medimurje in Cakovec, 2019;214 s. : rys., tab., Bibliogr. 395 poz., s. 191-210
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;S. 175-188 - tab. - Bibliogr. 6 poz.
Koprivnica : University North, 2019;2019, nr 6 s. 97-112
Warsaw : Faculty of Management University of Warsaw, 2019;2019, nr 2 (141) s. 29-46 - Streszcz., summ. - Bibliogr. 23 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale -Mohammed V University in Rabat, 2019;2019, vol. 2, nr 70 numer specjalny s. 91-122 - Streszcz., summ. - Bibliogr. 43 poz.
Cakovec : Polytechnic of Medimurje in Cakovec, 2019;2019, Vol. 20, iss. 3 s. 271-286 - Streszcz., summ. - Bibliogr. 28 poz.
Worone¿ : Woronezskij Gosudarstvennyj Pedagogiceskij Universitet, 2019;S. 141-152
Rzeszów : Wydawnictwo Uniwersytetu Rzeszowskiego, 2019;2019, nr 136 s. 289-303 - rys. - Summ. - Bibliogr. 48 poz.
Rzeszów : Wydawnictwo Uniwersytetu Rzeszowskiego, 2019;2019, vol. 11, iss. 6 (1589) 13 s. - Summ. - Bibliogr. 66 poz.
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;S. 81-104 - tab.
Koprivnica : University North, 2019;2019, vol. 11, iss. 5 (1460) 28 s. - rys., tab. - Summ. - Bibliogr. 119 poz.
Warsaw : Faculty of Management University of Warsaw, 2019;S. 98-106 - rys., tab. - Bibliogr. 28 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale -Mohammed V University in Rabat, 2019;S. 41-50
Cakovec : Polytechnic of Medimurje in Cakovec, 2019;2019, nr 136 s. 165-178 - tab. - Summ. - Bibliogr. 21 poz.
Varazdin : Varazdin Development and Entrepreneurship Agency, 2019;2019, nr 1 (21) s. 7-35 - rys., tab. - Streszcz., summ. - Bibliogr. 48 poz.
Koprivnica : University North, 2019;2019, nr 1 (21) s. 102-114 - rys., tab. - Streszcz., summ. - Bibliogr. 30 poz.
Warsaw : Faculty of Management University of Warsaw, 2019;2019, nr 136 s. 267-276 - Summ. - Bibliogr. 26 poz.
Rabat : Faculty of Law, Economics and Social Sciences Sale -Mohammed V University in Rabat, 2019;2019, vol. 63, nr 6 s. 249-260 - rys., tab. - Streszcz., summ. - Bibliogr. 32 poz.
Cakovec : Polytechnic of Medimurje in Cakovec, 2019;2019, nr 12 s. 80-85 - tab. - Streszcz., summ. - Bibliogr. 19 poz.
Katowice : Uniwersytet Œl¹ski w Katowicach. Wydzia³ Prawa i Administracji, 2019;2019, nr 3 (101) s. 63-76 - tab. - Summ. - Bibliogr. 45 poz.
Warszawa : Wydawnictwo C.H. Beck, 2019;2019, Vol. 13, issue 2 s. 46-55 - Summ. - Bibliogr. 56 poz.
Katowice : Uniwersytet Œl¹ski w Katowicach. Wydzia³ Prawa i Administracji, 2019;"276 s. : rys., tab. ; Bibliogr. przy rozdz."
"Hershey : IGI Global ; Business Science Reference, cop. 2019";299 s.
Warszawa : C.H. Beck, 2019;2019, nr 45 s. 103-122 - rys., tab. - Streszcz., summ. - Bibliogr. 33 poz.
Zagreb : Governance Research and Development Centre (CIRU), 2019;273 s. : rys., Bibliogr. 469 poz., s. 244-266
£ódŸ : Wydawnictwo Politechniki £ódzkiej, 2019;2019, nr 136 s. 631-641 - tab. - Summ. - Bibliogr. 26 poz.
"Hershey : IGI Global ; Business Science Reference, cop. 2019";S. 175-180 - Bibliogr. 9 poz.
Czêstochowa : Wydawnictwo Politechniki Czêstochowskiej, 2019;2019, nr 136 s. 693-705 - rys., tab. - Summ. - Bibliogr. 18 poz.
